municipio_id,municipio_nombre,localidad,nombre_agrupamiento_promotor,tipologia,iniciativa,tipo_segun_origen,numero_decreto,numero_decreto_de_ampliacion,ubicacion,latitud,longitud,nombre_de_contacto,institucion,telefono,mail_1,mail_2,superficie_hectareas,cantidad_lotes_parcelas,lotes_parcelas_disponibles,reglamento_interno,area_de_reserva,infraestructura_basica,servicio_ adicionales,centro_de_capacitación_en_el_agrupamiento,vinculación_con_un_centro_de_formación_externo,numero_empresas,numero_empleados_estimado,seccion_electoral,interior_conurbano,
060455,Las Flores,Las Flores,SIP las Flores,Sector industrial,Oficial,Originario,"1644/09",N/C,Ruta Nac 3 entre Manuel Venancio Paz y Acceso Pte. Perón,-36.022861,-59.078182,Marcelo Labollita,Dirección de Industria y Comercio,(02244) 44-4400,desarrollolocal@lasflores.gov.ar,marlab24@yahoo.com.ar,10,s/d,Si,SI,Si,"Consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",Seguridad municipal,No,Si,11,800,5ta. sección,Interior,
060469,Lincoln,Lincoln,PI Lincoln,Parque industrial,Oficial,Originario,2455/75,N/C,Sobre la Ruta Nacional N° 188 intersección acceso García; a 5 Km del casco urbano.,-34.9672222222,-61.5752777778,Juan Cruz Martínez,Secretaría de Producción y Medio Ambiente,(02355) 422600,produccionyambiente@lincoln.gob.ar,jcmartinez@lincoln.gob.ar,27,39,Si,No,Si,"Pavimento, energía, cero, banda de forestación, desagües industriales parciales, comunicaciones, alumbrado público, agua","Las calles están asfaltadas pero no en muy buen estado, falta garita de seguridad, el mantenimiento en el interior del parque escaso, falta el reglamento interno",No,Si,17,400,4ta. sección,Interior,
060476,Lobería,Tamengeyu,SIP Lobería,Sector industrial,Oficial,Originario,187/10,N/C,Ruta Provincial 227 Km 46 y Félix Yrigoyen - Tamangueyú. a 5 Km planta urbana,-38.216773,-58.731578,Ing. Alejandro Javier Santamaría,Agencia de Desarrollo Local,(02261)-442559,desarrollolocal@loberia.gov.ar,s/d,10,s/d,Si,s/d,s/d,"Consolidado de calles, energía, cerco, banda de forestación, desagües pluviales, comunicaciones, agua, cloacas.",áreas verdes,s/d,s/d,1,10,5ta. sección,Interior,
060490,Lomas de Zamora,Lavallol,Polinsur,Parque industrial,Privado,Refuncionalización,823/13,N/C,Av. Garibaldi 2300,-34.782906,-58.427791,Ezequiel ochoa,Polinsur,(011) 4231 0269 / 4310 0746,pilz2@hotmail.com,s/d,19,s/d,s/d,Si,s/d,"Energía, cerco perimetral, banda de forestación, desagües pluviales, alumbrado, agua, cloacas, comunicaciones",s/d,s/d,s/d,8,400,3ra. sección,Conurbano,
060497,Luján,Luján, (PI) Luján - Villa Flandria,Parque industrial,Privado,Refuncionalización,1448/03,N/C,Avenida Flandes N° 1272. Distante 8 km. de Ruta Nacional N° 7,-34.6488888889,-59.2125,Carlos Diforti / Lucas Daniel González,Algoselan,(02323) 497345,info@parqueflandria.com.ar,info@algoselan.com.ar,32,25,No,Si,s/d,"Asfalto y consolidado de calles, energía, cero, banda de forestación, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",Planta de tratamiento de efluentes líquidos,s/d,s/d,25,900,1ra. sección,Conurbano,
060515,Malvinas Argentinas,Tortuguitas,PI Tortuguitas,Parque industrial,Privado,Parcelamiento preexistente,"1022/99",N/C,Acceso Norte Ramal Pilar y Avenida Constituyentes,-34.5002777778,-58.8677777778,Jorge E. Fernández,Administración Cámara Industrial Tortuguitas,(011) 5426-9629,coordinador@cepima.com.ar,pitortuguitas@gmail.com,88,s/d,No,Si,s/d,"Asfalto, energía, cero, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",s/d,s/d,s/d,26,1000,1ra. sección,Conurbano,
060532,Mercedes,Mercedes,Sip Mercedes,Sector industrial,Oficial,Originario,6028/84,N/C,Sobre la Ruta Provincial Nº 41. km 94. A 4 km del cruce con Ruta Nacional Nº 5.,-34.6323,-59.395646,Simón Brusich,Dirección de Producción,(02324) 421370,contacto@mercedes.gob.ar; produccion@mercedes.gob.ar,produccion@mercedes.gba.gov.ar,19,26,Si,SI,Si,"Asfalto y consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua, cloacas",Seguridad privada,No,Si,16,300,1ra. sección,Interior,
060560,Moreno,Moreno,PI Franco del Oeste-Piu Latte,Parque industrial,Privado,Refuncionalización,2550/15,N/C,Cruce de Rutas P Nº 24 y Nº 25 . con acceso directo a Rutas Nº 6. Nº 8. Nº 9 y Acceso Oeste.,-34.628442,-58.807844,Fernando. Ariel Galletta,PIFO,s/d,agalletta@iassa.com.ar,s/d,55,51,Si,Si,s/d,"Asfalto y consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua, cloacas",Seguridad privada,No,Si,12,400,1ra. sección,Conurbano,
060560,Moreno,Moreno,PI Buen Ayre,Parque industrial,Privado,Originario,1033/13,N/C,Martin Gainza Nª 801 y Azopardo,-34.6206803828078,-58.724627479587,Arq Guillermo González / Federico Alejandro Zamalloa,Consorcio de Copropietarios PI del Buen Ayre ,(011) 4621 9777,gerencia@sgonzalez.com.ar,s/d,38,s/d,s/d,s/d,s/d,"Asfalto y consolidado de calles, energía, cero, banda de forestación, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",Seguridad privada,s/d,s/d,15,700,1ra. sección,Conurbano,
060560,Moreno,Moreno,PI del Oeste - KIM,Parque industrial,Privado,Originario,2995/08,N/C,Cruce de Ruta Provincial Nº 25 y Ruta Provincial Nº 24,-34.7152777778,-58.8666666667,Pastura Propiedades,Pastura Propiedades,s/d,pasturapropiedades@speedy.com.ar,hkim450@hotmail.com,17,37,Si,Si,s/d,"Asfalto, energía, cero, banda de forestación, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, cloacas, servicios comunes",s/d,No,No,10,700,1ra. sección,Conurbano,
060560,Moreno,La Reja,PI Troquel-Cor,Parque industrial,Privado,Parcelamiento preexistente,858/13,N/C,Intersección de calles Belisario Roldán Nº2227 y Colectora Gaona. La Reja,-34.634063,-58.811415,Ing Roque Primerano,S/d,(0237) 4051495 (011) 1556416447,roqueprimerano@gmail.com,troquelcor@yahoo.com.ar,6.24,24,s/d,s/d,s/d,"Asfalto y consolidado de calles, energía, cero, banda de forestación, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",Seguridad privada,Si,s/d,12,500,1ra. sección,Conurbano,
060568,Morón,Morón,PI La Canrabrica,Parque industrial,Oficial,Refuncionalización,3639/99,N/C,Calle Tres Arroyos y Valentín Gómez,-34.7047222222,-58.7336111111,Fernanda Becce // Florencia Mancilla,UIO,(011) 4627-8753 // (011) 4628-3239,mfbecce@uio.org.ar,florencia@uio.org.ar,18,47,No,SI,No,"Asfalto, energía, cero, banda de forestación, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes","Seguridad, banco, escuela, comedor, asistencia médica, salas de capacitación",Si,s/d,41,1500,1ra. sección,Conurbano,
060574,Navarro,Navarro,SIP Navarro,Sector industrial,Oficial,Originario,4944/85,N/C,Sobre la Ruta Nº 40 (ex ruta 200). km. 95.5,-34.994603,-59.239294,Jorge Omar Yosue,Dirección de Producción,(02272) 430 673,cdsnavarro@hotmail.com,jyusue@navarro.gob.ar,33,57,No,No,Si,"Asfalto, consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua, servicios comunes",Garita de seguridad,No,Si,9,150,1ra. sección,Interior,
060581,Necochea,Necochea,Sip Necochea,Sector industrial,Oficial,Originario,1211/89,N/C,Ruta 86 entre 98 y 106 - Calles 98.106.31 y 11,-38.5286335854272,-58.7488862991106,Martin Rogido,Secretario de Producción,(02262) -15 56-7038/ 42-2260 / 42-4907,martinrodrigo@gmail.com,produccion@necochea.gov.ar,46,36,Si,SI,Si,"Consolidado de calles, energía, cero, banda de forestación, desagües industriales, comunicaciones, alumbrado público, gas, agua, cloacas",s/d,s/d,s/d,18,300,5ta. sección,Interior,
060595,Olavarría,Olavarría,PIO,Parque industrial,Oficial,Originario,"1623/73",N/C,Sobre la Ruta Nacional N° 226 y Avenida Circunvalación,-36.9222222222,-60.3694444444,José Kolomez,Sec Des Econ,(02284) - 422135 / 422195 / 421246,julio.valetutto@olavarria.gov.ar,jose.kolomez@olavarria.gov.ar,42,123,Si,SI,Si,"Asfalto, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua",s/d,Si,s/d,88,3200,7ma. sección,Interior,
060595,Olavarría,Olavarría,ASIL Olavarría,Area de servicios industriales y logística,Oficial,Originario,3/13,N/C,Calles Urquiza. La Rioja. 118 y 130,-36.89531,-60.281136,s/d,s/d,s/d,s/d,s/d,40,s/d,No,No,Si,"Pavimento, consolidado de calles, energía, cerco perimetral, banda de forestación, desagües pluviales, alumbrado público",s/d,s/d,s/d,,,7ma. sección,Interior,
060602,Patagones,Patagones,SIP Patagones,Sector industrial,Oficial,Originario,1587/05,N/C,Avenida de la constitucion nacional. esquina Bernardo Bartruille (a la altura entrada a Patagones desde ruta nac. 3),-40.788322,-62.962306,Lic. Borean Emiliano,Secretaría de Desarrollo Territorial,(02920) 463498,sdtpatagones@gmail.com,s/d,34,80,Si,No,Si,"Consolidado de calles, energía, cero, banda de forestación, desagües pluviales, alumbrado público, agua, servicios comunes",s/d,s/d,s/d,3,60,6ta. sección,Interior,
060623,Pergamino,Pergamino, PI Pergamino,Parque industrial,Oficial,Originario,3360/75,N/C,Sobre la Ruta Provincial Nº 32. km 1.5. A 1 km del cruce con Ruta Nacional Nº 188,-34.0066666667,-60.7041666667,"Sergio Esteban Pizarro, Secretario de Industria",Subsecretaría de Producción y Desarrollo Económico,(02477) 40-8250,sergio.pizarro@pergamino.gob.ar,promoindustrial@pergamino.gob.ar,70,77,Si,SI,Si,"Asfalto, energía, cero, desagües industriales y pluviales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes.",Salón de usos múltiples,No,Si,41,900,2da sección,Interior,
060638,Pilar,Pilar,PI Austral,Parque industrial,Privado,Originario,2579/09,N/C,Av. Luis Lagomarsino (ex Ruta 8)y calle Los Sauces (prox. A Ruta 234),-34.4266666667,-58.9758333333,Sol Popliani,Administración Parque Austral,(011) 5269-4100 o (+54 230) 430-0049/50,spopliani@parqueaustral.org,cbusso@parqueaustral.org,26,102,Si,s/d,s/d,"Asfalto y consolidado de calles, energía, cero, banda de forestación, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",s/d,s/d,s/d,17,800,1ra. sección,Conurbano,
060638,Pilar,Pilar,PI Lago Verde S.A.,Parque industrial,Privado,Originario,2117/78,N/C,Ruta 8 km. 60. ( próximo al Km. 60 de la RN 8 . lindante con las vías del ex FFCC Belgrano.),-34.4130879682824,-58.9712619781494,Jorge Comba,Cámara Empresaria del Parque Industrial Pilar (CEPIP),(0230) 4496801/216,info@pip.org.ar,s/d,920,248,Si,Si,s/d,"Asfalto, energía, cero, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, servicios comunes","Oficina de administración, báscula, bar-comedor",Si,s/d,190,20000,1ra. sección,Conurbano,
060658,Quilmes,Quilmes,Parque Industrial La Bernalesa,Parque industrial,Privado,Refuncionalización,439/18,N/C,Condarco 192. calles Martín Rodríguez. La Madrid y República del Líbano.,-34.722972,-58.284671,Leonardo Wagner / Matías Simois,Administración Valot,(011) 22069912,matias.simois@pilb.com.ar,leonardo.wagner@pilb.com.ar,9,s/d,s/d,Si,s/d,"Asfalto y consolidado de calles, energía, cero, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",s/d,s/d,s/d,s/d,s/d,3ra. sección,Conurbano,
060658,Quilmes,Bernal Oeste,PIP Viejo Bueno,Parque industrial,Privado,Refuncionalización,355/16,N/C,Camino General Belgrano KM 10.500,-34.7302576647452,-58.3297620911529,Ignacio Carpintero,PITQ,(011) 4270-1257,administracion@pitq.com.ar,s/d,174,s/d,s/d,s/d,s/d,s/d,s/d,s/d,s/d,100,4800,3ra. sección,Conurbano,
060665,Ramallo,Ramallo/San Nicolás,Ramallo-San Nicolás - COMIRSA,Parque industrial,Oficial,Originario,4657/74,N/C,Calle 2 y Avenida Central Oeste - Lindero a la planta siderúrgica (Ex Somisa).,-33.4958333333,-60.2494444444,Ariel Santalla Director del Parque Comirsa (Representante del Ministerio de la Producción),Ente de Promoción del Plan COMIRSA,(0336) 4461406 / 4462011,darioparlascino@parquecomirsa.com.ar,parquecomirsa@parquecomirsa.com.ar,400,297,Si,SI,Si,"Asfalto y consolidado de calles, energía, cero, banda de forestación, desagües pluviales e industriales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes","Administración, seguridad, portería nocturna, aeródromo",Si,s/d,100,4200,2da sección,Interior,
060672,Rauch,Rauch,SIP Rauch,Sector industrial,Oficial,Originario,2865/00,N/C,Sobre la Ruta Provincial Nº 30 a 2 km del casco urbano,-36.784361,-59.064,Juan Manuel Zelaya,Secretaría de Desarrollo Local,(02294) 216124,sjsuescun@hotmail.com,produccionrauch@hotmail.com,24,63,Si,SI,Si,"Consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua, servicios comunes",Cabina vigilancia y sala exposición productos,Si,Si,13,400,5ta. sección,Interior,
060693,Roque Pérez,Roque Pérez,SIP Roque Pérez,Sector industrial,Oficial,Originario,4515/90,N/C,Sobre la Ruta Nacional Nº 205. km 135. distante 5 km del casco urbano,-35.377348,-59.371557,"Dr. Nicolás Granillo Fernández, Director de Producción",Dirección de Producción,(02227) 49-1051/151/251,produccionrp@rperez.mun.gba.gov.ar,subcom@rperez.mun.gba.gov.ar; produccionrp@rpereznet.com.ar,15,28,No,SI,Si,"Consolidado de calles, energía, cero, banda de forestación, desagües industriales y pluviales, comunicaciones, alumbrado público, gas, agua, servicios comunes",Seguridad privada,Si,Si,13,350,7ma. sección,Interior,
060700,Saavedra,Pigüé,SIP Saavedra,Sector industrial,Oficial,Originario,2956/85,N/C,Sobre la Ruta Nacional Nº 33. km 134.,-37.612534,-62.420836,Sr. Guillermo Oustry,Secretario de Producción y Turismo,(02923)-474005 / (02923)-475555 (Rotativas),produccion@saavedra.gov.ar,info@saavedra.gov.ar,45,89,Si,No,s/d,"Consolidado de calles, energía, cero, desagües pluviales, comunicaciones, alumbrado público, gas, servicios comunes",s/d,s/d,s/d,30,700,6ta. sección,Interior,
060707,Saladillo,Saladillo,SIP Saladillo,Sector industrial,Oficial,Originario,670/86,N/C,Prolongación Av. Frochman. a 1.5 km de la Ruta Nacional Nº 205,-35.634893,-59.764903,Adrián Filgueira,"Subsecretaría de Desarrollo Industrial, Productivo y Económico Local.",(02344)-434407 - (02344)-453030 - (02344) 15469920,sec.desarrollo@saladillo.gob.ar,subsec.desarollo@saladillo.gob.ar,8,17,Si,SI,Si,"Asfalto, consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua",s/d,No,No,15,500,7ma. sección,Interior,
060742,San Cayetano,Balneario Saladillo,SIP Saladillo,Sector industrial,Oficial,Originario,"900/12",N/C,Ruta Provincial N° 75 N° 36 - casi ruta 85,-38.349707,-59.638167,Juan Adrián Laborde,Subsecretaría de Producción,(02983) 47-0000 int 136,produccionsancayetano@gmail.com,s/d,10,17,Si,SI,Si,"Consolidado de calles, energía, cero, banda de forestación, alumbrado público, agua",Seguridad privada,No,No,7,200,5ta. sección,Interior,
060784,Suipacha,Suipacha,SIP Suipacha,Sector industrial,Oficial,Originario,"966/92",N/C,Sobre la Ruta Nacional Nº 5. km 126. altura acceso a Suipacha,-34.781176,-59.676171,S/D,Secretaría de Planeamiento y Obras Particulares,"(02324)-480014 (int. 44 -privada- Conmutador), (02324)-480039 (Conmutador",S/D,s/d,19,27,Si,SI,Si,"Asfalto, consolidado de calles, energía, cero, desagües pluviales, comunicaciones, alumbrado público, gas, agua",s/d,s/d,s/d,6,120,1ra. sección,Interior,
060791,Tandil,Tandil,PI Tandil,Parque industrial,Oficial,Originario,2822/74,N/C,Ruta Nacional N° 226 y Ruta Provincial N° 30,-37.3761111111,-59.1886111111,Arquitecto Roberto Guadagna,Secretaría de Planeamiento y Obras Públicas,(02293) 443-2076 / 43-2063,info@tandil.gov.ar,dirgestionlocal@tandil.com.ar,22,52,Si,SI,Si,"Asfalto, consolidado de calles, energía, cero, desagües industriales y pluviales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",Seguridad - centro de servicios,s/d,s/d,64,2000,5ta. sección,Interior,
060798,Tapalqué,Tapalqué,SIP Tapalqué,Sector industrial,Oficial,En desafectación como agrupamiento,630/13,N/C,Calle Josue I. Caseres y Ruta Pcial Nº51,-36.35763,-60.006175,Ing. Beltran Pablo Saint Martin / Josefina Baldomiro,Secretaría de Producción / Dirección de Catastro,(02283)-420117-019,catastro@tapalque.mun.gba.gov.ar,s/d,10,s/d,s/d,s/d,s/d,s/d,s/d,s/d,s/d,s/d,s/d,s/d,Interior,
060826,Trenque Lauquen,Trenque Lauquen,SIP Trenque Lauquen,Sector industrial,Oficial,Originario,2723/88,N/C,Sobre la Ruta Nacional Nº 5. km 443,-35.991145,-62.7024,Marecelo Ombroni,Dirección de Producción,(02392) 419995/396/397 interno 18,secretaria.produccion@trenquelauquen.gov.ar,subcom@tlauquen.mun.gba.gov.ar,46,54,Si,No,s/d,"Asfalto, consolidado de calles, energía, cero, banda de forestación, desagües industriales y pluviales, comunicaciones, alumbrado público, gas, agua, cloacas",Seguridad privada,s/d,s/d,15,450,4ta. sección,Interior,
060833,Tres Arroyos,Tres Arroyos,PI Tres Arroyos,Parque industrial,Oficial,Originario,3361/75,N/C,Sobre Ruta Nacional N° 3 altura Km 495. a 5 Km del casco urbano.,-38.4091666667,-60.4319444444,Carlos Bayúgar,Secretaría de Producción,(02983) 439250,desarrolloeconomico@tresarroyos.gov.ar,desarrolloeconomico@tresarroyos.gob.ar,93,83,Si,SI,Si,"Asfalto, consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua, servicios comunes","Seguridad privada, circuito cerrado de Seguridad, balanza, telefonía por fibra óptica.",Si,No,40,2500,6ta. sección,Interior,
060854,25 de mayo,25 de Mayo,SIP 25 de Mayo,Sector industrial,Oficial,Originario,2952/85,N/C,Acceso a 25 de Mayo: Acceso Arturo Ilia S/N desde Ruta Provincial N°46,-35.409395,-60.177247,"Argañaraz, Gloria M",Secretario de Producción,(02345)463673/82 int 238,produccion25demayo@hotmail.com,s/d,22,36,Si,No,s/d,"Asfalto, consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua, servicios comunes",s/d,No,No,35,1000,7ma. sección,Interior,
060875,Villarino,Médanos, SIP Médanos,Sector industrial,Oficial,Originario,"4235/96",N/C,Sobre la Ruta Nacional Nº 22. km 731.15,-38.810909,-62.685272,Ignacio Gappioli,Dirección de Producción,(02927) 43 2201 int. 131,ignanaciogappioli@hotmail.com,produccion@villarino.gob.ar,49,34,Si,No,Si,"Consolidado de calles, energía, cero, banda de forestación, desagües pluviales, comunicaciones, alumbrado público, gas, agua",s/d,No,Si,4,70,6ta. sección,Interior,
060882,Zárate,Zárate,PIP Parana de las Palmas,Parque industrial,Privado,Originario,"860/13",N/C,Camino A Ruta Nacional Nº 9 KM. 91.5• Camino a Parque Industrial Km 5.3 Zárate (B2800),-34.0874619518233,-59.0658473968505,Oscar Alejo Crespo,Asoc. Prop PI y Logístico Paraná de Las Palmas,(011) 4515-5310/ 4322-4610 / (011) 4477-0678 / (011) 4322 4610,oscarcrespo@pliz.com.ar,info@pliz.com.ar,110,62,Si,SI,Si,"Pavimento, energía, cero, desagües pluviales, comunicaciones, alumbrado público, gas, agua, cloacas, servicios comunes",s/d,s/d,s/d,10,600,2da sección,Interior,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
